username,tweet_text,tweet_raw,date,happy,angry,surprise,sad,fear,afinn,bing,sid,bertweet,bertweet_confidence
eyesofcompasion,breaking news  pork is the future binance when will you list porkcoineth   ticklecrew,🚨 BREAKING NEWS 🚨 $PORK is the future! @binance when will you list @PorkCoinETH ? 🐷 @ticklecrew,02/19/2024,0.0,0.0,1.0,0.0,0.0,0,-1,0.0,0,0.9457824230194092
BigDott_Ice,guys upcoming ice wallet  are you excited  yes or no  openex protocol mine free oex coins   join link  btcsloveinvite5vx5m  like     retweet     comment   sidrafamily cryptocurrency binance airdrop crypto core avive bitcoin,Guys Upcoming Ice Wallet ! Are You Excited ? Yes or NoOpenEx Protocol Mine Free OEX Coins !Join Link👇👇btcs.love/invite/5vx5mLike ❤️  |  Retweet 🔄  |  Comment 🖍️#SidraFamily #cryptocurrency #Binance #Airdrop #Crypto #CORE #Avive #Bitcoin,02/19/2024,0.5,0.0,0.0,0.5,0.0,7,3,0.872,1,0.8222073316574097
crypto_strk,binance will list starknet strk and open trading for these spot trading pairs at 20240220 1300 utc  you can buy strk on pancakeswap and send strk to binance strk 99 discount on pancakeswap  pancakeswapfinanceswapout  contract 0xc262abf26c58a1e1241e8a68ebb5216421ca5070,#Binance will list StarkNet $STRK and open trading for these spot trading pairs at 2024-02-20 13:00 UTCYou can buy $STRK on pancakeswap and send $STRK to #Binance$STRK 99% discount on pancakeswap  pancakeswap.finance/swap?out…✅Contract0xc262abf26c58a1e1241e8a68ebb5216421ca5070,02/20/2024,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.930698573589325
crypto_strk,airdrop strk x binance 2200000  usdt  for the fastest 2000 1100 each   follow us  retweet  like pinned post   comments usdt bep20 address  ends 24hours   buy strk on pancakeswap  pancakeswapfinanceswapout,Airdrop $STRK X #Binance 2200000$ - $USDTFor the fastest 2000 1100$ each 🎁🔸 Follow us🔸 Retweet & like pinned post 🗨️ Comments $USDT (BEP20) addressEnds 24hours ⏰Buy $STRK on pancakeswap 👉 pancakeswap.finance/swap?out…,02/20/2024,0.0,0.0,0.0,0.0,1.0,2,2,0.3612,0,0.8372676372528076
Criptoprime0,binance futures ogn usdt takeprofit target 2  profit 78125  period 11 hours 33 minutes,Binance Futures$OGN/ $USDT Take-Profit target 2 ✅Profit: 78.125% 📈Period: 11 Hours 33 Minutes ⏰,02/20/2024,0.0,0.0,0.0,0.0,1.0,0,0,0.4404,0,0.8916206955909729
Afgcoin1,afghan coin is a digital currency based on the binance smart chain network to add afghan coin use the symbol and contract address provided below  network bnbsmartchain address0x91e9d32262fb1c60575ba1c13205e5b95e5004ac name afghan symbol afg decimals 18 afgcoin,Afghan Coin is a digital currency based on the Binance Smart Chain network. To add Afghan Coin use the symbol and contract address provided below.Network: BNBSMARTCHAINAddress:0x91e9d32262fb1c60575ba1c13205e5b95e5004acName: AFGHANSymbol: AFGDecimals: 18#afgcoin,02/20/2024,0.0,0.0,0.0,0.29,0.71,1,1,0.4019,0,0.9546735882759094
AnasMhuammad,verifying my account on ice_blockchain with the nickname anasrajpoot392   learn more about the decentralized future that icenetwork is building   binance htx kucoin okx bybit gateio upbit crypto blockchain web3 altcoin bitcoin ethereum bnb,✅ Verifying my account on @ice_blockchain with the nickname: anasrajpoot392👉 Learn more about The Decentralized Future that #IceNetwork is building. 👇#Binance #HTX #KuCoin #OKX #Bybit #Gateio #Upbit #Crypto #Blockchain #Web3 #Altcoin #Bitcoin #Ethereum #BNB,02/20/2024,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.650662899017334
AirdropRampage,ganggang airdrop backs by binance   rewards         earn 10000 points by completing tasks         invite your friends to earn more points    airdrop link web3ganggangsitegangi2nu   connect your wallet  complete social tasks  connect your x   done  airdrop binance ganggang,🔥 GangGang Airdrop (Backs by Binance)🎁 Rewards:       ▪️ Earn 10000 points by completing tasks       ▪️ Invite your friends to earn more points ♻️ Airdrop Link: web3.ganggang.site/gang-i2nu…➖ Connect your wallet➖ Complete social tasks➖ Connect your X ➖ Done#Airdrop #Binance #GangGang,02/19/2024,0.2,0.0,0.4,0.0,0.4,4,0,0.765,0,0.63510662317276
KCJ_Crypto,chz up 14 since this tweet  next narrative trade will be meme  big announcements about stakeland and airdrop claim next week  crypto ai btc eth sol pork tao lpt wld bitcoin etf kas football ckb vet wen agi og sun zeta zksync linea binance bybit mexc,$CHZ up 14% since this tweet Next narrative trade will be $MEME  big announcements about STAKELAND and AIRDROP claim next week#crypto #AI $BTC $ETH $SOL $PORK $TAO $LPT $WLD #Bitcoin #ETF $KAS #football $CKB $VET $WEN $AGI $OG $SUN $ZETA #zksync #Linea #Binance #Bybit #MEXC,02/17/2024,0.0,0.0,1.0,0.0,0.0,1,0,0.0,0,0.8799148797988892
KCJ_Crypto,hello alterprotocol family   fantastic news   weve hit the remarkable milestone of 50k followers a huge thank you to every member of the alterprotocol community for your incredible support    alterprotocol bitcoin binance,Hello AlterProtocol family 💕Fantastic news! 🎉 Weve hit the remarkable milestone of 50k followers! A huge thank you to every member of the AlterProtocol community for your incredible support. 🚀 #AlterProtocol #Bitcoin #Binance,02/11/2024,0.4,0.2,0.4,0.0,0.0,11,5,0.9287,1,0.9928531050682068
Alter_ATPO,comment 𝗬𝗘𝗦 if you want 𝗕𝗶𝗻𝗮𝗻𝗰𝗲 to list picoin after open mainnet  pi telegram tmepinews_6pi pinetwork binance crypto,Comment 𝗬𝗘𝗦 If you want 𝗕𝗶𝗻𝗮𝗻𝗰𝗲 to list Picoin after open mainnet!Pi Telegram➡️ t.me/PiNews_6Pi#PiNetwork #Binance #Crypto,02/18/2024,0.0,0.0,0.0,0.0,1.0,1,0,0.0772,0,0.9602554440498352
Whale_Of_City,found a bullish binance setup   weekly looks good  can be our next easy 1020 in short term   69 likes  30 repost for the setup   lets go    our recent calls    fil 60  hook 30 matic 30  crypto fet ai,Found a bullish #Binance setup 💯Weekly looks good & can be our next easy 10%-20% in short term 🔥👊69 likes + 30 repost for the Setup 🤝Let’s Go !! 🚀Our Recent calls - #FIL 60%+ #HOOK 30%+#MATIC 30%#Crypto #FET #AI,02/20/2024,0.0,0.5,0.0,0.5,0.0,6,4,0.8225,1,0.9774466156959534
FAISAL786TLP,verifying my account on ice_blockchain with the nickname shelllubricant8   learn more about the decentralized future that icenetwork is building   binance htx kucoin okx bybit gateio upbit crypto blockchain web3 altcoin bitcoin ethereum bnb,✅ Verifying my account on @ice_blockchain with the nickname: shelllubricant8👉 Learn more about The Decentralized Future that #IceNetwork is building. 👇#Binance #HTX #KuCoin #OKX #Bybit #Gateio #Upbit #Crypto #Blockchain #Web3 #Altcoin #Bitcoin #Ethereum #BNB,02/20/2024,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.6314361691474915
ice_blockchain,okx and binance,Okx and binance,01/05/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.8082596659660339
Rana369786,i got get free by mining from gaga_node  hope it list binance,I got get free by mining from @gaga_node  hope it list binance,02/20/2024,0.5,0.0,0.0,0.0,0.5,3,1,0.7351,1,0.9297850131988525
tfgkeoe20092,amaset your watches and get ready for some inside info tokenomics launch roadmap listing binance    ask questions and win prizes    20022024 1200 pm utc daoclubofficial,⏰ AMA❗️Set your watches and get ready for some inside info! #Tokenomics #launch #Roadmap #listing #Binance 🎁 Ask questions and win prizes! 📅 20.02.2024 12:00 PM UTC @Daoclubofficial,02/20/2024,0.25,0.0,0.25,0.0,0.5,4,2,0.8519,0,0.5916483402252197
go2nft_official,verifying my account on ice_blockchain with the nickname audugarbambrza   learn more about the decentralized future that icenetwork is building   binance htx kucoin okx bybit gateio upbit crypto blockchain web3 altcoin bitcoin ethereum bnb,✅ Verifying my account on @ice_blockchain with the nickname: audugarbambrza👉 Learn more about The Decentralized Future that #IceNetwork is building. 👇#Binance #HTX #KuCoin #OKX #Bybit #Gateio #Upbit #Crypto #Blockchain #Web3 #Altcoin #Bitcoin #Ethereum #BNB,02/20/2024,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.656293511390686
AuduMbrza,binance  eth deposits and withdrawals on the starknet network are now available and no further announcement will be made  source binancecomensupportannou,Binance:ETH deposits and withdrawals on the Starknet network are now available and no further announcement will be made.Source:binance.com/en/support/annou…,02/20/2024,0.0,0.0,0.33,0.33,0.33,-1,1,-0.296,0,0.8865505456924438
ConsoleFuture,binance om_trend omusdt om om  funding 00194   circulating supply 794m total supply 8889m  market cap 1858m fully diluted valuation 208m,#BINANCE #OM_TREND #OMUSDT #OM $OMFunding: 0.0194% 🟢Circulating supply: 794MTotal supply: 888.9MMarket cap: 185.8MFully diluted valuation: 208M,02/20/2024,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.9255543351173401
nfprompt,were getting listed in binance launchpool    nfprompt is an aipowered ugc platform built for the community the creators and everyone who is passionate about the synergies of ai and web3  check out the video below,Were getting listed in Binance Launchpool!  NFPrompt is an AI-powered UGC platform built for the community the creators and everyone who is passionate about the synergies of AI and Web3.Check out the video below.👇,12/19/2023,0.0,0.0,0.33,0.0,0.67,2,1,0.5267,1,0.7405466437339783
MuhdMoose13,shibwifhat wen,#SHIBWIFHAT WEN,02/20/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9342979192733765
SigridRunte,the reasons im bullish about wen   its still not listed on binance  its still not listed on coinbase  wns nft standard is almost ready to be supported by magic edentensor and other major marketplaces  we have seen so much growth without the above factor im confident that we will witness exponential growth even after one of those happens  its not about if its all about wen  ps the real reason im bullish is because the cat is cute,The Reasons Im Bullish about $WEN- Its still not listed on Binance.- Its still not listed on Coinbase.- WNS NFT standard is almost ready to be supported by Magic EdenTensor and other major marketplaces.We have seen so much growth without the above factor.Im confident that we will witness exponential growth even after one of those happens.Its not about if its all about $WENPS: The real reason Im bullish is because the cat is cute.,02/18/2024,0.2,0.0,0.2,0.3,0.3,10,7,0.9378,1,0.8892210125923157
sumitsh48887009,kindly add linea chain on binance web3 wallet,kindly add linea chain on binance web3 wallet,02/20/2024,0.5,0.0,0.0,0.5,0.0,0,1,0.4939,0,0.7457646727561951
sirmozwil,verifying my account on ice_blockchain with the nickname sirmission   learn more about the decentralized future that icenetwork is building   binance htx kucoin okx bybit gateio upbit crypto blockchain web3 altcoin bitcoin ethereum bnb,✅ Verifying my account on @ice_blockchain with the nickname: sirmission👉 Learn more about The Decentralized Future that #IceNetwork is building. 👇#Binance #HTX #KuCoin #OKX #Bybit #Gateio #Upbit #Crypto #Blockchain #Web3 #Altcoin #Bitcoin #Ethereum #BNB,02/20/2024,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.6375862956047058
ice_blockchain,congrats pixel i played this game and joined the s1 airdrop thank you so much gonna play it everyday now,Congrats $PIXEL. I played this game and joined the S1 Airdrop. Thank you so much. Gonna play it everyday now! :),01/05/2024,0.0,0.0,0.0,0.0,1.0,4,1,0.8739,1,0.992220938205719
donaldsoliven,ganggang  a socialfi project created by former members of tiktok meta and binance backed by investors formerly from binance  sign up and complete tasks by 282024 pst to earn double points as an early member  check out the details at the end of this post,⚡️GangGang⚡️A SocialFi project created by former members of TikTok Meta and Binance backed by investors formerly from Binance.Sign up and complete tasks by 2/8/2024 PST to earn DOUBLE points as an early member!Check out the details at the end of this post🔥,02/20/2024,0.0,0.0,0.33,0.0,0.67,1,0,0.2732,0,0.82844477891922
UmuduYasam78538,i got get free by mining from gaga_node  hope it list binance,I got get free by mining from @gaga_node  hope it list binance,02/20/2024,0.5,0.0,0.0,0.0,0.5,3,1,0.7351,1,0.9297850131988525
AndrewLeontev,wen on binance ser,Wen on binance ser,02/20/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.8997222185134888
aunhaider_22,floki pepe and bonk have been listed on binance in 2023   name 3 potential memecoins that will be listed on binance     in 2024,🎉 $FLOKI $PEPE and $BONK Have Been Listed on @binance in 2023 🚀Name 3 Potential #Memecoins that will Be Listed on #Binance     in 2024? 👀📈,02/20/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.767998456954956
CoinTrendz,scusdt binance big whales buy activity  3212m sc have been bought price 00145 usdt 442 order size 461231 usdt 500 duration 14 minutes 24h vol 922m usdt  get all alerts here tmecointrendz_whalehunter,SC/USDT [#Binance]Big Whales Buy Activity ✳32.12M $SC have been bought💰Price: 0.0145 USDT (4.42%)🚨Order Size: 461231 USDT (5.00%)⏳Duration: 14 minutes📊24h Vol: 9.22M USDTGet all Alerts here: t.me/cointrendz_whalehunter,02/20/2024,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,0.9585327506065369
Lord_Ralphie,have a great day fam,Have a great day fam ☕🫡,02/20/2024,1.0,0.0,0.0,0.0,0.0,3,1,0.6249,1,0.99112868309021
carv_official,introducing carv app v30  enter data to earn era on your phone and start earning usdt as your passive daily income  google play playgooglecomstoreappsd app store appsapplecomappcarvdata  claim the celebration badge to win 50 gems per person and earn 500 soul for completing soul challenge d2ecarviocarv_app  give 5  on google play and app store share the love and let the next million people join the datatoearn,Introducing CARV APP v3.0 - Enter Data to Earn Era on your phone and start earning USDT as your passive daily income!🔸Google Play: play.google.com/store/apps/d…🔸APP Store: apps.apple.com/app/carv-data…Claim the celebration badge to win 50 GEMs per person and earn 500 SOUL for completing SOUL Challenge: d2e.carv.io/carv_appGive 5 ❤️ on Google Play and App Store share the love and let the next million people join the Data-to-Earn 🚀,02/03/2024,0.11,0.0,0.33,0.11,0.44,7,3,0.9538,1,0.8927591443061829
MrDiamondhandz1,binance only burns lunc and bnb the perfect combination  crypto lunc lunaclassic,#Binance only burns $LUNC and $BNB the perfect combination. 🔥💎🤲🏻 #Crypto #LUNC #LunaClassic,02/20/2024,0.0,0.0,0.0,0.67,0.33,3,0,0.5719,1,0.9429894685745239
Criptoprime0,binance qnt usdt takeprofit target 3  profit 127451  period 6 days 8 hours 31 minutes,Binance$QNT/ $USDT Take-Profit target 3 ✅Profit: 12.7451% 📈Period: 6 Days 8 Hours 31 Minutes ⏰,02/20/2024,0.33,0.0,0.0,0.0,0.67,0,0,0.4404,0,0.9418208599090576
AlexWGomezz,hey _richardteng remember when your friend cz_binance said  we listed shib and its actually one of the coins on binance with higher trading volume so were not against meme coins were not against any coin  and  if a coin has a large number of users then we will list it thats the overwhelming significant attribute consider for example meme tokens even though i personally dont get it if its used by a large number of users we list it we go by the community my opinion doesnt matter  is this still binance perspective on meme coins  if so why havent you listed pork,Hey @_RichardTeng remember when your friend @cz_binance said:“We listed SHIB and it’s actually one of the coins on Binance with higher trading volume. So we’re not against meme coins. We’re not against any coin.”ANDIf a coin has a large number of users then we will list it. Thats the overwhelming significant attribute. Consider for example meme tokens even though I personally dont get it if its used by a large number of users we list it. We go by the community my opinion doesnt matter.Is this still @binance perspective on meme coins?If so why haven’t you listed $PORK,02/19/2024,0.29,0.0,0.14,0.14,0.43,2,0,0.6732,0,0.7884040474891663
GoingParabolic,this shitcoin got listed on binance and 14xd in 1 hour   imagine pork when it gets listed,This Shitcoin got listed on Binance and 14x’d in 1 hour. Imagine $Pork when it gets listed.,02/19/2024,0.0,0.0,1.0,0.0,0.0,0,1,0.0,-1,0.9627186059951782
Faruq09229762,verifying my account on ice_blockchain with the nickname agbarexxie   learn more about the decentralized future that icenetwork is building   binance htx kucoin okx bybit gateio upbit crypto blockchain web3 altcoin bitcoin ethereum bnb,✅ Verifying my account on @ice_blockchain with the nickname: agbarexxie👉 Learn more about The Decentralized Future that #IceNetwork is building. 👇#Binance #HTX #KuCoin #OKX #Bybit #Gateio #Upbit #Crypto #Blockchain #Web3 #Altcoin #Bitcoin #Ethereum #BNB,02/20/2024,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.6845642328262329
UmuduYasam78538,haha nice one  patience is the key   binance tothemoon,haha nice one!Patience is the key 🚀#binance #tothemoon,02/20/2024,0.33,0.0,0.0,0.67,0.0,6,2,0.7003,1,0.9631421566009521
AineAmaani,apart from the coinbase guys which guys really got out of crypto unscathed,Apart from the coinbase guys which guys really got out of crypto unscathed,02/20/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.8571982383728027
Defisterling,interact  mint special arbitrum stylus testnet nfts   0  15 mins  backed by offchainlabs with a 123m raise from polychain and coinbase among others  a,Interact & Mint Special Arbitrum Stylus Testnet NFTs💰 $0⏰ 15 minsBacked by @OffchainLabs with a $123M raise from Polychain and Coinbase among others.A 🧵,02/20/2024,0.0,0.0,1.0,0.0,0.0,1,0,0.4215,0,0.8954495191574097
JasmyUS,jasmy is the 1 top mover on coinbase jasmy coinbase,#JASMY is the #1 Top Mover on @coinbase$Jasmy #Coinbase,02/20/2024,0.0,0.0,1.0,0.0,0.0,2,2,0.2023,1,0.9434800744056702
captainpepe0x69,when can we trade pepe on coinbase brian_armstrong,When can we trade $PEPE on @coinbase @brian_armstrong ? 🐸,02/19/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9435597062110901
sardarsazid443,通过链接或现成帐户进行 kyc安全性非常高 韩国俄罗斯乌克兰白俄罗斯哈萨克斯坦乌兹别克斯坦亚美尼亚摩尔多瓦阿塞拜疆塔吉克斯坦吉尔吉斯斯坦backpack coinbase coingecko coinmama cryptocommunity binancesmartchain moonpay kyc kucoin sumsub sonsatos bybit,通过链接或现成帐户进行 KYC，安全性非常高 韩国、俄罗斯、乌克兰、白俄罗斯、哈萨克斯坦、乌兹别克斯坦、亚美尼亚、摩尔多瓦、阿塞拜疆、塔吉克斯坦、吉尔吉斯斯坦、#Backpack #Coinbase #CoinGecko #coinmama #CryptoCommunity #BinanceSmartChain #moonpay #kyc #KuCoin #sumsub #sonsatos #Bybit,02/20/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9685330390930176
cryptmnews,coinbase commerce ditches support for bitcoin payments using selfcustody wallets dlvritt2zrsb,Coinbase Commerce Ditches Support for Bitcoin Payments Using Self-Custody Wallets dlvr.it/T2zrsb,02/20/2024,0.0,0.0,0.0,0.0,0.0,2,1,0.4019,-1,0.6161474585533142
jessepollak,great video of how to bridge to base from coinbase in seconds for cents,great video of how to bridge to @base from @coinbase in seconds for cents,02/11/2024,0.33,0.0,0.0,0.33,0.33,3,1,0.6249,1,0.965779721736908
1CrypticPoet,1 limoloop crypto rewind    coinbase coin shares surged after it beat analysts estimates for q4 earnings and revenue   animocabrands announced partnerships with okx wallet cryptocom defi wallet and halodotsocial wallet,1/ LimoLoop: Crypto Rewind 🗞🧵⚡️ @coinbase ($COIN) shares surged after it beat analysts estimates for Q4 earnings and revenue🤝 @animocabrands announced partnerships with @okx wallet @cryptocom DeFi wallet and @HaloDotSocial wallet,02/11/2024,0.0,0.0,0.5,0.5,0.0,1,1,0.296,1,0.9080058336257935
limoverseglobal,continuing to beat the drum  on suku  all coinbase coins have pumped besides one   ride the suknami   10x soon   consolidation   100x,Continuing to beat the drum 🥁 on #SUKUAll coinbase coins have pumped besides one… Ride the #SUKNAMI 10X SOON 💎🚀Consolidation 100x 🚀💎,02/19/2024,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0,0.789277970790863
cryptorich1010,ark invest sells 90 million worth of coinbase stock  cryptobriefingcomarkinves,ARK Invest sells $90 million worth of Coinbase stockcryptobriefing.com/ark-inves…,02/20/2024,0.0,0.0,0.0,0.0,1.0,2,1,0.2263,0,0.8692951798439026
TheMarketsDaily,coinbase global coin upgraded by keefe bruyette  woods to market perform iftttlrkccli,Coinbase Global $COIN Upgraded by Keefe Bruyette & Woods to “Market Perform” ift.tt/LrKCclI,02/20/2024,0.0,0.0,0.0,0.0,1.0,0,1,0.0,1,0.7059347629547119
zimisss,bitcoin holdings on coinbase reach lowest level since 2015 as whales withdraw 1b btc a few users on x believe the movement of funds indicate a supply shock prior to the halving while others pointed out that whales are just dlvritt2zrhq cryptonews crypto bitcoin,Bitcoin holdings on Coinbase reach lowest level since 2015 as whales withdraw $1B BTC: A few users on X believe the movement of funds indicate a supply shock prior to the halving while others pointed out that whales are just… dlvr.it/T2zrhQ #CryptoNews #crypto #Bitcoin,02/20/2024,0.0,0.0,0.5,0.0,0.5,-2,-1,-0.6249,0,0.577305018901825
BTC_for_Freedom,coinbase is the custodian for most of the spot etfs 18000 bitcoin have been taken off coinbase today they now have fewer btcs than bitfinex and binance supply shock is inevitable,Coinbase is the custodian for most of the Spot ETFs. 18000 #bitcoin have been taken off Coinbase today. They now have fewer BTCs than Bitfinex and Binance. Supply shock is inevitable.,02/19/2024,0.0,0.0,0.5,0.0,0.5,-2,-2,-0.3818,-1,0.8161221146583557
TechKerry_,weve helped many people get back their losthacked accounts wallets etc you all have issues with your accounts i am now available 247 snapchat facebook instagram coinbase trustwallet,Weve helped many people get back their lost/hacked accounts wallets etc.You all have issues with your accounts I am now available 24/7 #snapchat #facebook #instagram #coinbase #Trustwallet,02/20/2024,0.0,0.0,0.33,0.0,0.67,0,1,0.0,1,0.6896552443504333
VipRoseTr,changes in coinbase commerce,Changes in Coinbase Commerce.,02/20/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9450536370277405
acoindetective,bitcoin holdings on coinbase reach lowest level since 2015 as whales withdraw 1b btc btc whale dlvritt2zrg8,Bitcoin holdings on Coinbase reach lowest level since 2015 as whales withdraw $1B BTC $BTC $WHALE dlvr.it/T2zrg8,02/20/2024,0.0,0.0,0.0,0.0,0.0,0,0,-0.3612,0,0.5050645470619202
RoxanneM13,oh no sad to see bitcoin go from coinbase commerce hope the new updates will be worth it,Oh no sad to see Bitcoin go from Coinbase Commerce! Hope the new updates will be worth it.,02/20/2024,0.0,0.0,0.0,0.33,0.67,1,0,-0.128,-1,0.5046951770782471
BTCTN,coinbase commerce removes support for bitcoin payments using selfcustody wallets  newsbitcoincomcoinbaseco,#Coinbase Commerce Removes Support for #Bitcoin Payments Using Self-Custody Wallets  news.bitcoin.com/coinbase-co…,02/20/2024,0.0,0.0,0.0,0.0,0.0,2,1,0.4019,-1,0.836503267288208
Moonner_Crypto,coinbase canada leading the cryptocurrency revolution  dive into how this trendsetter is shaping the industry what impact do you think theyll have on the global stage  cryptocurrency innovation,Coinbase Canada: Leading the Cryptocurrency Revolution! 🌟 Dive into how this trendsetter is shaping the industry. What impact do you think theyll have on the global stage? 💬 #Cryptocurrency #Innovation,02/20/2024,0.0,0.33,0.0,0.0,0.67,1,2,0.3818,1,0.5355644822120667
