,username,text,date,is-retweet,likes,retweets,comments
43,Koroush AK,The crypto space gets flooded with a ton of new traders when prices go up.  Happens every bull market.  Then comes the bear.  90% of them will be scarred for life and never come back (which is their loss).,04/25/2024 12:03 PM,False,21,1,2
44,Koroush AK,Mike Tyson said:  “Everyone has a plan until they get punched in the mouth.”  Same goes for crypto.  Read this before you start trading:,04/25/2024 12:03 PM,False,137,9,9
45,Koroush AK,Probabilities > Predictions  Like this if you understand.,04/24/2024 04:02 PM,False,317,17,14
46,Koroush AK,"The crypto space is a spectrum.  On one end, you’re a gambler.  On the other, you’re trapped in paralysis by analysis.  To find your happy medium, study one good source and stick to the plan.  Start small, wait for the snowball.",04/24/2024 01:57 PM,False,104,9,11
47,Koroush AK,"7+ years of knowledge.  40,000+ traders in the room.   Join for free: https://t.me/koroushakcrypto/415",04/24/2024 01:31 PM,False,10,2,1
48,Koroush AK,"Opportunity is everything.  But to seize an opportunity, you need vision  This is the single most important “skill” I’ve ever developed.  It’s the reason I’m here today, and served as the main catalyst for every win I’ve ever had.  Example:  The first time I heard of crypto was from a friend who told me about Ethereum.  He said the words, “New Internet” and I couldn’t ignore it.  For 100s of years, we’ve seen “bubbles” (opportunities) occur:  1. Tulip Mania (1637), when the price of tulip bulbs shot to extraordinary prices before collapsing dramatically.  2. South Sea Bubble (1720), when shares of the South Sea Company went to the moon, later crashing as they failed to match the hype.  3. Dot-Com Bubble (early 2000s), when the internet companies rose astronomically, only to crash after reaching unsustainable levels.  The Housing Bubble  The ICO Bubble  DeFi Summer  NFTs Craze  Memecoin madness  The list goes on  What if you had the vision to spot these opportunities and capitalize on them?  This is how I got into crypto.  There was luck involved.  But the hours spent studying and working on myself weren’t an accident.  The 7 years I’ve dedicated daily to this space even when the markets went down 90%+ weren’t an accident.  You can stand around and call others lucky.  Or you can step up and prepare for the next opportunity.  I’m going to give my top 3 books to help you catch these opportunities on telegram this evening.  Time is ticking.",04/24/2024 11:59 AM,False,172,14,12
49,Koroush AK,"If I had a dollar for every time trading crypto taught me a life lesson, I’d easily have an $ETH by now.",04/23/2024 03:56 PM,False,130,6,18
50,Koroush AK,"People will always see crypto trading as a form of degeneracy, gambling, etc.  Let them.  While they’re pointing fingers, we’re making a profit.  Because we test, experiment, iterate, and succeed just like any other way of making money.  Forget the noise.",04/23/2024 01:56 PM,False,246,18,14
51,Koroush AK,Fast forward to today:  -Still trading daily -Still posting content -Still all in on the space  And I’ve built a free course that teaches you everything I’ve learned about trading over the last 7 years.  You can find them by joining here: https://t.me/koroushakcrypto/415,04/23/2024 12:18 PM,False,39,4,4
52,Koroush AK,"After this bubble “popped,” many of my favorite influencers were still hyper-bullish.  Still calling for the next 100x.  Eventually, they stopped making content.  I kept trading through the entire bear market.",04/23/2024 12:03 PM,False,33,1,4
53,Koroush AK,"The biggest one of them all was ICX.  I put 50% of my portfolio there.  I rode it up to $1,200,000 (Then paid for not managing my risk and lost $400,000 of that).  Then I noticed something.",04/23/2024 12:03 PM,False,17,0,2
54,Koroush AK,"All I would do is rebalance.  My $500 quickly became $5,000.  Then my “opportunity radar” kept going off with different coins and projects.  After multiple bets, I had $200,000 (I was not managing risk well).",04/23/2024 12:03 PM,False,17,0,3
55,Koroush AK,"Knowing I was early to a bubble, I made a simple portfolio and studied TA on the side.  Here’s a look at that portfolio:  -30% Narrative driven coins -20% $ETH -50% $BTC",04/23/2024 12:03 PM,False,21,0,2
56,Koroush AK,"When I heard him say, “new internet” I knew I couldn’t afford to not take the risk.  I put in $500.  When I saw a 15% return in one day, everything told me to go all in on crypto.  I decided to learn Technical Analysis.",04/23/2024 12:03 PM,False,18,0,2
57,Koroush AK,But this was my mindset shift.  I realized there were an endless amount of opportunities out there for me to seize.  Then came the opportunity of a lifetime.  Another friend of mine told me about $ETH.,04/23/2024 12:03 PM,False,17,0,2
58,Koroush AK,"I studied mathematics at university.  This was a pretty standard route until a friend of mine came to me with a business idea.  We gave it a shot.  It went pretty well but didn’t come anywhere close to making $1,000,000+.",04/23/2024 12:03 PM,False,18,0,2
59,Koroush AK,"In my first bull market, I went from:  -No consistent income -A $500 investment  -Lost college graduate  To:  -$1,000,000+ -Full-time as a trader -Experiencing 100% freedom  Here’s my story (and how it can teach you to reinvent your life):",04/23/2024 12:03 PM,False,215,12,15
60,Koroush AK,“Am I a good trader?”  Valid question.  The answer lies in whether or not you can make money in a bull market AND a bear market.  Everyone’s a genius when the wind is behind them.,04/22/2024 01:59 PM,False,128,8,11
61,Koroush AK,Take advantage of this bull run.  I have a free library of trading resources for you to learn: https://t.me/koroushakcrypto/415  See you on the other side.,04/22/2024 12:41 PM,False,24,3,3
62,Koroush AK,"The $BTC Halving is done.  Masses are excited about ETFs  Bull Market is not over.  If you’re just getting into crypto, here are 10 things you need to know:  1. Every day in a bull market is worth a week in the bear market.  2. 90% of people will make more money holding $BTC & $ETH as opposed to trading.  3. The majority of mistakes you make will come from mismanaged emotions and psychological errors.  4. If your strategy isn’t broken, don’t fix it.  5. It’s better to be an idiot with good risk management, than a genius with poor risk management.  6. It will never be about how much you make, it will always be about how much you keep.  7. Find 5 solid 𝕏 accounts who stayed throughout the bear market (Follow me for no bs level-headed analysis).  8. No one has ever gotten rich copying other people’s trades (because that’s how you get dumped on).  9. The best way to get ahead of 90% of traders is to have a good strategy, not force trades, set a stop loss and take profit before your trade, and never let one trade wipe you out.  10. Put your health first.  The more bull runs we have, the less opportunity there will be to make life-changing money in this space.  Do your due diligence.  Claim your freedom.  Spoil your mum.  — Koroush",04/22/2024 12:13 PM,False,421,36,30
63,Koroush AK,There are traders who make money and traders who don’t.  They ALL feel the same emotions:  - Fear - Greed - Anxiety - Euphoria - Frustration  The difference lies in your ability to separate emotion from execution.,04/22/2024 05:57 AM,False,190,20,15
64,Koroush AK,"After this,   1. Reduce your position size  2. Trade strategy and iterate that strategy until your journal says you are profitable  3. Then increase the position size  4. Repeat  This is real trading.   It's not martinis on a beach and 1 hour work days.  But it's an incredible game that gives you freedom, personal and financial growth potential.  If you like my methodical approach, you'll like the free trading course I made: https://t.me/koroushakcrypto/415",04/20/2024 05:58 PM,False,101,5,6
65,Koroush AK,"Spoke to a trader who realised after 3 years his ""trading"" was gambling.  He'd lost $100k+  Used TA, indicators, and influencers to justify clicking buy but had no strategy.  Gave him this 3 step recovery system, thought it might help someone else.  Step 1  Look at your last 5-10 trades, and get them into a journal with screenshots.  Step 2   Go over every trade and record a video for yourself explaining the strategy.   You can use the loom to do this easily.  Step 3  Look over your video and ask 2 questions  -Did every trade follow the same strategy?  If they did not remove all but 1 strategy.  -Is your strategy simple?  If you can't explain your strategy to a 5 year old it's too complicated.  Simplify the rules until it's easy to follow.  It's a myth that you need complicated strategies to make money.  Start simple and you can always add more rules later.",04/20/2024 05:53 PM,False,342,53,25
66,Koroush AK,"Bitcoin Thoughts  1. I don't think the bull market is over, we've seen much worse $BTC corrections mid bull markets.  2. We're deep into the $73k-$60k chop. Trading conditions are harder now.  3. We are ranging in an uptrend. This doesn't change unless we lose $60k.  4. $60k loss puts the structure in the weakest position it's been in all run.  5. I'm happy with my current exposure, would wait for a deeper retracement or continuation before adjusting exposure.  6. If you're not a trader sit out this move IMO, high difficulty low reward.",04/18/2024 04:26 PM,False,459,43,33
67,Koroush AK,This is my 3rd bull market.  I've put all my knowledge into a free course.  If you're tired of making money when it's easy then giving it all back.  Learn for my free: https://t.me/koroushakcrypto/415,04/16/2024 07:00 PM,False,32,5,3
68,Koroush AK,"The market crashes and many experience a big loss for the first time.  ""Maybe I'm not a genius""  Doesn't matter.  I've interviewed 100+ millionaires and the common traits were  Obsession Perseverance Risk tolerance Sacrifice  That's all you need to get to the top 1%.",04/16/2024 06:39 PM,False,143,11,12
69,Koroush AK,"Join 40,000+ crypto traders.  Charts, analysis and education preparing you for the bull market.   Learn for free: https://t.me/koroushakcrypto",04/15/2024 05:20 PM,False,12,2,6
70,Koroush AK,The telegram is free.  It will teach you to trade crypto with a level head.  Here's the link: https://t.me/koroushakcrypto,04/15/2024 04:41 PM,False,17,2,3
71,Koroush AK,If you just held $BTC you'd still be up over 70%+ this year.  $SOL is still up 90%+  But many have lost everything to leverage and shitcoins.  Holding without letting fear or greed cloud your judgement is not easy.  But it's a powerful edge available to everyone.,04/15/2024 04:00 PM,False,267,20,23
72,mrgrey 👽,"Yep, one of the few telegrams with solid content",04/15/2024 12:14 PM,True,19,4,2
73,Koroush AK,"Shared my exact setup for $SOL.  More importantly, I broke down my reasoning and analysis.  If you're not in my telegram you're missing out.",04/15/2024 12:00 PM,False,170,10,18
74,Koroush AK,I have two types of friends in my life,04/15/2024 09:54 AM,False,161,7,17
75,Koroush AK,"Join 40,000+ crypto traders.  Charts, analysis and education preparing you for the bull market.   Learn for free: https://t.me/koroushakcrypto",04/15/2024 04:01 AM,False,6,1,3
76,Koroush AK,Sunday Reading  My Bull Market Exit Playbook: https://nitter.net/KoroushAK/status/1774095683282153982?s=20  8 security practices that everyone should be using: https://nitter.net/KoroushAK/status/1772292427912761769?s=20  Optimal Risk Per Trade: https://nitter.net/KoroushAK/status/1772665093014032855?s=20  The trading roadmap I wish someone gave me 7 years ago:,04/14/2024 04:00 PM,False,138,18,12
77,Koroush AK,"Join 40,000+ crypto traders.  Charts, analysis and education preparing you for the bull market.   Learn for free: https://t.me/koroushakcrypto",04/14/2024 12:30 PM,False,16,3,3
78,Koroush AK,When everyone's terrified it's a bad time to sell.  When everyone's a genius it's a bad time to buy.  Be highly aware of your own feelings and countertrade them.,04/14/2024 12:00 PM,False,345,36,19
79,Koroush AK,Macro crisis panic dips are for buying.  But buying isn’t enough.  You need a clear strategy.  Too many people are panic selling or getting liquidated.  I must do more.  I will make new educational content to help.,04/13/2024 10:58 PM,False,262,9,23
80,Koroush AK,"Join 40,000+ crypto traders.  Charts, analysis and education preparing you for the bull market.   Learn for free: https://t.me/koroushakcrypto",04/13/2024 05:41 PM,False,15,3,6
81,Koroush AK,You don’t have time to waste.  It will only get harder to make money in crypto.  Learn to trade.  Start a project.  Work for a good company.  Invest in good projects.  There’s so many ways to make money here.  Don’t mess this up.,04/13/2024 04:00 PM,False,237,14,18
82,Koroush AK,"Learn systems for trading, no complex indicators or strategies.  No BS. No fluff.   Just skills that actually work.  Learn here for free. https://t.me/koroushakcrypto/415",04/13/2024 12:55 PM,False,23,1,11
83,Koroush AK,"Every successful trader has a routine  Here's the one I've used for the last 3 years  My wagyu steak platter has nothing to do with this post.  Monday to Friday,  I wake up at 06:00 high protein meal  At 6:45 I meditate for a minimum of 15 minutes. This is my mental health check-in and maintenance.  07:00 I turn on the computer and update charts for $BTC, $ETH, and any other assets on my watchlist.   I'll look at the top movers of the day and check market news/sentiment.  By 07:30 I have all the data I need to prepare my trading plan for the day. I set alerts at key price levels or key volume/volatility levels.  Then I wait.  I only need to trade if an alert goes off.  If an alert goes off I return to the charts and execute my plan.  If nothing happens I focus on my business or I go climb a mountain.  The hardest part of trading is not doing stupid stuff while waiting.  20:00 is my hard cut off for trading. I need to prioritise sleep to perform the next day.  22:00 I sleep.  Saturdays I don't trade.  Sundays I focus on reviews and improvements.  Simple and effective routine.  If you set up a good alert system, it can integrate well with a full time job.  Hope this helps.",04/13/2024 12:18 PM,False,348,34,36
84,Koroush AK,GN,04/12/2024 11:02 PM,False,54,6,9
85,Koroush AK,"Started with little in crypto and reached financial freedom.  I've seen many others do it too.  But most fail because when coins start to crash and the market looks ""hard"".  They disappear.",04/12/2024 05:00 PM,False,204,7,22
86,Koroush AK,"$SOL Update  -Every bull market has had 20%+ retracements that have proved to be the best buying opportunities.  -Don't panic, make a clear plan and remember no trade is almost always the best trade.  - $BTC failed explode past $70k twice and excitement around the halving is dropping. This has reduced overall sentiment and confidence is reducing.  - $SOL Key support $170 has been tested repeatedly. Notice the increasingly weak bounces after every test.  -100 day moving average is the key level to watch for overall bullish structure to maintain.  -This price action is harder to trade than up only. If you don't have clear strategy, paper trade and study instead.",04/12/2024 01:32 PM,False,205,25,13
87,Koroush AK,"Most will charge you $1000+ for a good trading course.  Here is one I've made for free.  These are the technical analysis techniques I've used to reach financial freedom:   (Course includes PDFs, assignments and extra readings)",08/10/2022 03:03 PM,True,18388,5222,1103
88,Koroush AK,"Join 40,000+ crypto traders.  Charts, analysis and education preparing you for the bull market.   Learn for free: https://t.me/koroushakcrypto",04/11/2024 11:40 PM,False,9,2,3
89,Koroush AK,"Bitcoin Thoughts  1. We've seen much worse $BTC corrections mid bull markets.  2. We're deep into the $73k-$62k chop. Trading conditions are harder now.  3. Pumps will start to get less aggressive.  4. Market sentiment and HTF structure remain bullish even if we've entered more neutral conditions for a few weeks.  5. I'm happy with my current exposure, would wait for a deeper retracement or continuation before adjusting exposure.",04/11/2024 09:00 PM,False,205,16,25
90,Koroush AK,Trading Anti-Goals  -Be desperate to make $ -Be inconsistent -Blame others for your losses -Don't take care of your health -Copy trade influencers -Don't journal -Avoid guidance -Use complicated strategies -Ignore all risk management,04/11/2024 02:17 PM,False,147,15,21
91,Koroush AK,"Learn systems for trading, no complex indicators or techniques.  No BS. No fluff.   Just skills that actually work.  Learn here for free: https://t.me/koroushakcrypto/415",04/10/2024 06:42 PM,False,18,3,3
92,Koroush AK,Trading 101:  1. Create a simple set of trading rules 2. Trade a small account daily for 2 hours 3. Improve the rules after every 30 trades 4. Stay healthy and consistent.  This is all that's standing between you and profitable trading.,04/10/2024 04:00 PM,False,246,32,21
93,Koroush AK,"Join 40,000+ crypto traders.  Charts, analysis and education preparing you for the bull market.   Learn for free: https://t.me/koroushakcrypto",04/10/2024 02:02 PM,False,11,2,5
94,Koroush AK,"Lower your IQ.  Effective strategy in a bull market, lets you;  -Act faster -Focus on simple narratives -Set more aggressive targets  Great for making money but make sure you know how to keep it.",04/10/2024 12:04 PM,False,191,22,24
95,Koroush AK,"You are not a genius, it’s a bull run.  2019 I lived and breathed altcoins.  When the 2021 bull market came trading was easy.  Catching a 50x move on $SOL was easier than catching a 2x in the bear market.  I was making more money than ever before in my life.  I got overconfident and thought I could navigate NFTs just as easily...  So I invested $50k in NFTs and the worst thing happened.  I made $200k.  This reinforced a reckless habit, thought I was a genius.  Next time I recklessly invested ~$300k.  Held them to 0.  Lesson: You are not a genius, it’s a bull run. Stay in your lane.  Most influencers just share their wins.  I’ve reached financial freedom but I’ve lost millions along the way.  It’s important people can learn from my mistakes.  Let me know if you want more stories like this.",04/09/2024 05:43 PM,False,443,35,42
96,Koroush AK,"Join 40,000+ crypto traders.  Charts, analysis and education preparing you for the bull market.   Learn for free: https://t.me/koroushakcrypto",04/09/2024 03:02 PM,False,12,2,1
97,Koroush AK,"If you aren't making money, you just aren't good enough.  Too many traders blame bad luck, market makers or other people in their life.  Admit you suck so you can focus on actually getting good.",04/09/2024 02:00 PM,False,301,10,28
98,Koroush AK,"Charlie Munger famously said:  ""All I want to know is where I'm going to die, so I'll never go there. ”  Let's use 9 anti-goals to find how traders ""die"":  1. Be desperate to make $. Make sure you entirely rely on trading and have no savings.  2. Be inconsistent. Don't treat this like a real job, trade only when you feel like it.  3. Avoid accountability, if you lose it is NEVER your fault. Blame influencers, the market makers, bad luck or your girlfriend.  4. Eat junk food, don't workout, and don't meditate.  5. Copy trade influencers. Make sure to have as many opinions as possible (besides your own) before making any decisions.  6. Don't journal trades. Just go with your gut feel, writing is for nerds.  7. Try to figure it all out yourself. Don't look for guidance, in courses, mentors or books.  8. Use as many strategies as possible. Make sure they're as complicated as possible.  9. Ignore all risk management principles, slide the leverage up to 100x, think you're different and will make it regardless.  Do the opposite of this list and your chances of making it are pretty high.",04/08/2024 04:00 PM,True,229,30,23
99,Koroush AK,"Join 40,000+ crypto traders.  Charts, analysis and education preparing you for the bull market.   Learn for free: https://t.me/koroushakcrypto",04/08/2024 10:50 PM,False,13,3,4
100,Koroush AK,Outperform 90% of traders in crypto.  1. Have a clear plan before entering a position 2. Avoid forcing trades; wait for the right moment 3. Never let a single trade wipe you out 4. Learn and adapt to the market.  You're competition is too lazy to do any of this.,04/08/2024 09:00 PM,False,244,22,19
101,Koroush AK,I you like the way I teach.  Here's a complete trading course that most people would charge you $1000 for.  For free: https://t.me/koroushakcrypto/415,04/08/2024 05:12 PM,False,15,3,1
102,Koroush AK,"Join 40,000+ crypto traders.  Charts, analysis and education preparing you for the bull market.   Learn for free: https://t.me/koroushakcrypto",04/08/2024 01:11 AM,False,15,3,5
103,Koroush AK,"I'll share a step by step guide in my telegram at some point next week.   Join and turn on notifications, it'll only be up for 24 hours.  https://t.me/koroushakcrypto",04/08/2024 12:21 AM,False,18,3,2
104,Koroush AK,I've interviewed 100+ millionaire traders.  0% of them got rich copy trading influencers.  There's a lesson in there.,04/07/2024 09:00 PM,False,216,22,27
105,Koroush AK,Sunday Reading List  4 key frameworks extreme productivity: https://nitter.net/KoroushAK/status/1768306190268891348?s=20  How to build a crypto bull market trade set up: https://nitter.net/KoroushAK/status/1770480470943490180?s=20  My 2024 Crypto Trading Gameplan:,04/07/2024 04:00 PM,False,95,11,10
106,Koroush AK,If you had 3 months to build a profitable trading strategy how would you do it?,04/07/2024 12:00 PM,False,118,7,50
107,Koroush AK,"Join 40,000+ crypto traders.  Charts, analysis and education preparing you for the bull market.   Learn for free: https://t.me/koroushakcrypto",04/07/2024 09:11 AM,False,10,3,4
108,Koroush AK,Psychology and risk management are essential.  But without a strategy they're useless.  It's like a car with no fuel.  Doesn't matter how much you improve the car it won't travel anywhere without fuel.,04/06/2024 09:00 PM,False,141,10,16
109,Koroush AK,"Join 40,000+ crypto traders.  Charts, analysis and education preparing you for the bull market.   Learn for free: https://t.me/koroushakcrypto",04/06/2024 08:40 PM,False,12,4,3
110,Koroush AK,"""RSI was oversold so I was bearish""  This is a huge misconception with technical analysis.  There are no absolute truths.  I know traders who only long high RSI. I know traders who ladder shorts into it.  They're both profitable. They both have their own tested trading systems.",04/06/2024 04:00 PM,False,156,11,13
