,username,text,date,is-retweet,likes,retweets,comments
20,Litecoin Foundation ⚡️,"🏨Book your hotel now for #LitecoinSummit2024!🏨 Limited discount rooms at the @marghotelnash are now available, just steps from the Music City Convention Center and Bridgestone Arena #Nashville. $LTC ⚡️ https://www.litecoin.net/summit/summit-venue",04/04/2024 10:29 PM,True,121,22,17
21,Litecoin,Reminder: Litecoin Core v0.21.3 has been released! All users are advised to upgrade. https://blog.litecoin.org/litecoin-core-v0-21-3-release-2a7d4f0cba7c,04/05/2024 02:00 PM,True,379,92,25
22,Charlie Lee Ⓜ️🕸️,All sold out. All that's left is an double lasered error card that's up for auction. https://www.greatcollections.com/Coin/1470602/ERROR--Double-Lasered-2023-625-LTC-Ballet-Litecoin-50g-Silver-Block-PCGS-Certified-Genuine-480-of-520  Thanks everyone who purchased a card for supporting the Litecoin Foundation and Litecoin!,04/03/2024 12:04 AM,False,53,4,1
23,Litecoin Project,Litecoin Core v0.21.3 released! All users are advised to upgrade.  https://blog.litecoin.org/litecoin-core-v0-21-3-release-2a7d4f0cba7c,04/02/2024 11:31 PM,True,76,22,8
24,Charlie Lee Ⓜ️🕸️,Only 10 left,04/02/2024 11:36 PM,False,58,5,1
25,Charlie Lee Ⓜ️🕸️,21 left...,04/02/2024 10:54 PM,False,27,4,1
26,Charlie Lee Ⓜ️🕸️,49 cards left...,04/02/2024 08:34 PM,False,32,0,2
27,Charlie Lee Ⓜ️🕸️,"I want to point out that we will soon sell out of our @BalletCrypto Litecoin Block 50g silver cards. There are only 77 cards left. Be sure to get yours before they run out! https://www.greatcollections.com/litecoin  The intrinsic value of the card is $713 right now at the current LTC and silver price. The cards cost me $1000 each to make, but I am committed to keeping the price at $840 each.  All proceeds go to @LTCFoundation to support the adoption, education, & development of Litecoin.",04/02/2024 07:15 PM,False,370,79,3
28,Litecoin Foundation ⚡️,BREAKING: The newest version of #Litecoin Core v0.21.3 is now available! ⚡ #LTCdev   Mobilizing MWEB:  A new era for mobile wallets!  https://www.litecoin.net/news/mobilizing-mweb-litecoin-core-v0-21-3---a-new-era-for-mobile-wallets,03/29/2024 04:51 PM,True,478,164,42
29,Nick Neuman,"DON'T LET YOUR BITCOIN DIE WITH YOU 💀 ⚰️  Yea look, nobody likes to admit it but we all have to die one day.   As I've been talking to people about their self custody lately - both Casa members and not - I hear the same thing over and over.  ""What happens if I die?""  Many people feel pretty good about their bitcoin security for themselves. But their family members often have no idea how to use this stuff. Hardware wallet? Seed phrase stamped on metal? Shamir's secret sharing backups using SD cards, a passphrase, and a treasure hunt through the backyard with a shovel? 😵  We're solving that problem for all Casa members, starting today with Casa Inheritance. A key design principle we kept while building this was to make it as simple as possible for Recipients (your family members that will receive your bitcoin if you pass), while maintaining Casa-level security. An estate transfer is already a stressful time for family, and it can become even more stressful if you add in a crazy treasure hunt to access a fortune in bitcoin.  For our basic 3 key vaults, we wanted it to be as easy as using the app. No metal plates, no need to use a hardware wallet, no magic passwords you have to keep track of or else risk messing up the asset transfer. Simplicity is security.  So how does it work, in detail?  A Vault Owner (Casa member) designates a Recipient (their family or friend) in the Casa app. The Recipient receives an invite to create a free Casa account. The Recipient scans a QR code provided by the Vault Owner, which contains an encrypted version of the owner's mobile key. This encrypted key is only able to be imported by the Recipient's Casa account, and the Recipient can't initially use it or see the vault balance.  If the Vault Owner passes away, the Recipient can request access to the vault in their Casa app. This starts a 6 month timer, and sends a ton of notifications every month to the owner. If the owner is still alive, they can reject the request in app. If they are not, the timer will run out. When it does, the Recipient will be able to use the shared mobile key and the request a signature from the Casa Recovery Key for the shared vault. This gives them 2 out of 3 signatures, enough to access the assets.  For 5 key vault users, one hardware key is shared with the Recipient. This small increase in friction for Recipients is often worth it for the increased security and resilience of a 5 key vault for larger holdings.  To summarize now that you have the details: 1. Share keys and vault access during setup 2. 6 month timelock to ensure no malicious theft 3. Use shared keys and Casa key to access assets  Full setup takes less than 5 minutes.  Inheritance is one of the biggest problems in self custody today. If you've hodled through years of painful bear markets, you owe it to yourself and your family to not let the reward for that patience go to zero because you didn't have a plan - and we're here to make that easy.  Check out the video to see how easy it really is.  Like I said earlier this week - Casa is going after major problems in self-custody this year. Check this one off the list ✅. Next one coming sooner than you think 🔥.",03/27/2024 03:01 PM,True,384,86,70
30,Eleanor Terrett,"🚨SCOOP (with fixed ticker) 🙂: Hearing rumblings on the institutional level about possible interest in a Litecoin ETF. The logic is that because of $LTC functional similarities to $BTC, the @SECGov may be more inclined to approve it, possibly even more so than $ETH.   Last week, Coinbase Derivatives announced plans to launch @CFTC-approved futures contracts for Dogecoin, Litecoin, and Bitcoin Cash on April 1st (next Monday).",03/26/2024 06:53 PM,True,694,190,74
31,The Block Pro Headlines,*CFTC SAYS ETHER AND LITECOIN ARE ALSO COMMODITIES IN KUCOIN COMPLAINT - THE BLOCK PRO,03/26/2024 05:47 PM,True,742,145,58
32,Code.org,"Dive into our blockchain videos to learn how this tech works and its potential to impact everything from climate to real estate to government. Learn from founders and creators at the forefront of this tech, including leaders at @coinbase and @ripple. code.org/blockchain",03/25/2024 03:06 PM,True,93,53,37
33,Litecoin,"Coinbase has unveiled plans to introduce cash-settled futures contracts for Litecoin, this initiative marks a significant expansion of Coinbase’s product line. If no objections arise, from the CFTC, trading would commence the first week in April! #Litecoin⚡️ $LTC https://beincrypto.com/coinbase-lists-3-altcoins-futures/",03/24/2024 04:39 PM,True,831,232,72
34,Patrick Hansen,1/ Yesterday was a prime example of why crypto Twitter (and often crypto media) should not be trusted when it comes to crypto policy. Let's debunk claims that the EU is banning anonymous crypto transactions or self-custodial wallets.  Here is what’s actually in the EU Anti Money Laundering Regulation (AMLR) and what in means for crypto in the EU 🧵,03/24/2024 03:59 PM,True,4160,1523,243
35,U.Today,#Litecoin (LTC) advances with latest core upgrade changes #LTC $LTC #LTCdev dlvr.it/T4Q6zW,03/21/2024 05:08 PM,True,293,77,32
36,COINOTAG NEWS,Litecoin Core v0.21.3rc3: A Landmark Upgrade Enhancing Security and Introducing MWEB Features @litecoin $LTC https://en.coinotag.com/litecoin-core-v0-21-3rc3-a-landmark-upgrade-enhancing-security-and-introducing-mweb-features/,03/22/2024 01:41 AM,True,153,33,11
37,Litecoin Foundation ⚡️,#LTCdev: Litecoin Core v0.21.3rc3 released! Please test thoroughly and read release notes here: https://blog.litecoin.org/litecoin-core-v0-21-3-release-candidate-adb2068f8878,03/21/2024 03:45 AM,True,191,60,12
38,Litecoin,BREAKING: @Coinbase filing with CFTC to kick off futures trading for Litecoin! https://www.theblock.co/post/283816/coinbase-to-launch-futures-trading-for-dogecoin-litecoin-and-bitcoin-bash-on-april-1st,03/21/2024 12:03 AM,True,752,193,86
39,Summers,"Coinbase Derivatives LLC quietly filed certifications with CFTC to list US regulated futures for Dogecoin, Litecoin and Bitcoin Cash.  They filed them on March 7 and surprisingly nobody seemed to notice.  Futures are set to start trading on April 1 if there are no objections from CFTC.  @elonmusk Good day for doge connoisseurs, a stepping stone to DOGE futures ETF.   Study CFTC, lessons in that.",03/20/2024 07:34 PM,True,1530,461,141
40,Litecoin,x.com/i/article/176832700625…,03/15/2024 03:22 PM,True,1025,443,182
41,jack,"W  ""I will make certain declarations which I am satisfied are useful and are necessary to do justice between the parties. First, that Dr Wright is not the author of the Bitcoin White Paper. Second, Dr Wright is not the person who adopted or operated under the pseudonym Satoshi Nakamoto in the period 2008 to 2011. Third, Dr Wright is not the person who created the Bitcoin System. And, fourth, he is not the author of the initial versions of the Bitcoin software. Any further relief will be dealt with in my written judgment.  I will extend time for filing any appellant's notice until 21 days after the form of order hearing, which will be appointed following the hand down of my written judgment and I ask the parties to seek to agree an order giving effect to what I have just stated.""",03/14/2024 01:38 PM,True,12773,1975,940
42,Litecoin,#Litecoin is the biggest gainer in last 24hrs among all #cryptos!! 🚀🚀🚀,03/11/2024 09:42 PM,True,1110,232,102
43,Foxglove,"✨ Announcing Foxglove 2.0 ✨  We’re setting a new standard in robotics observability by making it faster, easier, and cheaper to understand how your machines sense, think, and act:  🤝  Streamlined UI for smoother robotics observability 📡  Automatic data offload through Foxglove Agent 💳  Updated pricing plans to make Foxglove accessible for teams of all sizes 🔎  Changes to our open-source strategy  Read all the Foxglove 2.0 details here: https://foxglove.dev/blog/foxglove-2-0-unifying-robotics-observability",03/11/2024 05:55 PM,True,87,26,12
44,Litecoin,⚡️💯⚡️LITECOIN⚡️💯⚡️,03/11/2024 03:55 PM,True,1684,323,114
45,Litecoin,Akira Toriyama 🙏,03/09/2024 01:56 AM,True,585,112,39
46,U.Today,.@Litecoin dominates @Bitpay's chart as leading #crypto for #payments dlvr.it/T3nZ6d,03/08/2024 11:32 AM,True,232,59,18
47,DRAGON BALL OFFICIAL,Information ; Dear Friends and Partners https://en.dragon-ball-official.com/news/01_2499.html,03/08/2024 03:00 AM,True,721300,224638,28182
48,Litecoin,BREAKING: #Litecoin is the #️⃣ 1️⃣ #crypto for payments!! Reaching a new ATH of over 41% of all payments on the world's leading crypto payment processor @Bitpay!!!   $LTC is the market leader in real use.. More people #PayWithLITECOIN than the other 3 combined!!,03/07/2024 09:29 PM,True,892,254,83
49,Litecoin Foundation ⚡️,"Litecoin is accelerating, with 11.9% of all @CoinGatecom payments in the last month being in LTC. Up from an average of 9.5% in 2023. #PaywithLitecoin ⚡️ $LTC",03/05/2024 07:09 PM,True,174,50,10
50,Litecoin Foundation ⚡️,"Two years ago today, MWEB, the largest update to Litecoin ever, was successfully activated on testnet. Later to become fully activated.  Now, we're on the brink of a huge update to Litecoin with the addition of MWEB light client support for mobile wallets! #MondayMotivation",03/04/2024 04:40 PM,True,260,67,17
51,Litecoin,"Ⓜ️🕸️: An update to Litecoin Core is coming very soon! One element of the new update will be the addition of PSBTs, the technology behind hardware wallets, which has been rearchitected to support #MWEB. #LTCDev #Litecoin #MondayMotivation ⚡️🚀",03/04/2024 04:59 PM,True,611,144,53
52,David Burkett Ⓜ️🕸,July 23 - Feb 24 Progress:  * Descriptor wallets working * MWEB supported in PSBT format * Starting to test View Keys  Checklist of remaining v24 release tasks has been updated. https://litecointalk.io/t/mweb-progress-update-thread-2/53072/23?u=david,03/03/2024 01:07 AM,True,174,56,10
53,Litecoin Foundation ⚡️,The latest update from the Litecoin Developers ⚡ Thank you so much for all the hard work!,03/03/2024 01:32 AM,True,165,32,8
54,BitPay,#Litecoin + BitPay: Unstoppable Duo,03/01/2024 07:56 PM,True,240,82,18
55,BitMEX Research,"COPA Vs CSW Trial - New evidence published   CSW submitted to the court a document called Maths.doc. It is dated December 2008. This was one of Wright's primary reliance documents supporting his claim to be Satosh. An extract of the document is shown below, which contains a reference to Bitcoin Cash (BCH).  Bitcoin Cash was not created until 2017",02/27/2024 08:07 PM,True,739,93,132
56,Litecoin,"Leading Swiss bank @PostFinance🇨🇭, in partnership with @Sygnumofficial, have launched a full range of crypto services for its 2.5 million clients! Enabling customers to purchase & securely store a handful of known cryptocurrencies including #Litecoin ⚡️ $LTC https://www.cointribune.com/en/postfinance-brings-crypto-into-the-daily-lives-of-2-5-million-swiss-people/",02/27/2024 04:50 PM,True,351,93,30
57,danny huuep,"Ordinals is collaborative art on Bitcoin, by many artists all over the world.  Ordinals is art that is of many forms, not just images, but art that uses the Bitcoin blockchain in the art itself. Casey Rodarmor started an art movement on Bitcoin with his original art, the idea and first implementation of Ordinals.   Inscription #0 is his, as well as the launch of the Ordinals website which highlighted the inscription numbers and associated image inscriptions. This led directly to the wave of art as images on Bitcoin with low inscription numbers. The art of being recorded immutably on the timechain and medium of Bitcoin at the earliest time.   Then came art that explored using the medium of Bitcoin in more creative ways. Artists experimented with Recursive Inscriptions, and the art of code. Artists helped evolve Ordinals itself and contributed to the open source code base. Creators created even faster than the protocol allowed or would allow. Creators started their own movements and meta-protocols, like BRC-20, which took the whole Bitcoin blockchain by storm. This would lead to Casey himself to building a competing fungible token protocol called Runes.   Throughout all this, the provenance of art on Bitcoin remained one of the pillars of this art movement. Artists care about the provenance of their works, their collections, and the Parent-Child Provenance feature provided this clear provenance. Not easily visible or browsable in explorers and marketplaces yet, but this feature is standardizing how collections are recorded immutably forever on Bitcoin for future generations to appreciate.  The infrastructure for art on Bitcoin is still being built out, and creating some of the early works required a deep understanding of Bitcoin. These innovative works were possible because of the collaborative nature of many of the artists and builders on Bitcoin, starting with Casey who created his art on Bitcoin as an open source project.",02/25/2024 09:12 PM,True,239,78,35
58,Rizzo,"NEW: Satoshi Nakamoto's earliest collaborator Martii 'Sirius' Malmi just released their entire email history.  At 120 pages, its the most significant addition to the archives of #Bitcoin's unknown inventor.  Here are the most important new findings ✨",02/23/2024 02:47 PM,True,17549,4037,736
59,WizSec Bitcoin Research,"He keeps denying it, but Wright was literally *recorded* (in logs) forging his LaTeX whitepaper step by step through trial and error just prior to submitting it as ""newly discovered"" evidence.  If you believe me or don't get it, I don't have time to try to convince you, sorry.",02/23/2024 05:48 PM,True,511,97,48
60,Martti Malmi,My email correspondence with Satoshi in 2009-2011: https://mmalmi.github.io/satoshi/,02/23/2024 04:37 AM,True,6490,1623,386
61,Rizzo,NEW: Adam Back's complete email history with Satoshi Nakamato was entered in the court records today  Email #1: Adam and Satoshi discuss #Bitcoin 4 months before its official launch,02/22/2024 05:30 PM,True,9708,2026,415
62,Loshan,We've just hit 100/100LTC donated for February's funding goal on MWEB development.   @SatoshiLite matches donations to this fund. @DavidBurkett38 is getting fed this month 🧑‍🍳,02/22/2024 03:54 PM,True,146,35,5
63,Alan Austin,"Seeing a lot of frustration in replies regarding the price of Litecoin. Comments even suggesting there’s too much focus on “sound money” principles and not enough hype 😑  Has the price of Litecoin been disappointing?  Of course it has. No one feels this as much as those who’ve been working on Litecoin adoption each and every day.  Litecoin is a distributed network that doesn’t have founder coins to manipulate the price or create artificial supply constraints. Unfortunately for those focused specifically on price, the very same qualities that make Litecoin sound money also impact the way price can behave.  As with most assets, price typically catches up with value at some point, but there’s no guarantee as to when that happens, and with some assets price always lags behind.  @LTCFoundation has no control over the price of Litecoin, so we focus on what we can help with: Value, by way of Litecoin development and adoption.  And to this point, almost every metric (with the exception of price) continues to show exceptional growth in terms of activity and usage.  In addition to volunteers, Litecoin Foundation has a small paid staff, most of whom who have accepted much less than they can be making elsewhere, because they are passionate about what they do and believe in the importance of sound money and financial privacy in our lives.  So before pointing the finger at Litecoin Foundation or it’s team because you are frustrated about price, or complaining that the Foundation isn’t doing enough, remember that this is a decentralized movement and ask yourself what you can be doing to help?     Because if you’re relying on any single organization or individual for Litecoin’s success, then you’re missing the point on what it takes for a decentralized project to become successful.  We can do this together.",02/20/2024 09:39 PM,True,185,44,51
64,IrishBitcoinGuy,Mindblown 🤯,02/15/2024 04:42 PM,True,4972,871,403
65,OnChainMonkey®,"Happy one year anniversary! 🎉  Exactly a year ago, the OCM Genesis collection was immortalized on Bitcoin. Its inscription number (20219) magically matched the year and month when OCM was launched: 2021 September.  The last year has been a transformative year for Bitcoin. Many builders are pushing the boundaries of what's possible on Bitcoin with their creations. Inscription 20219 was one of those, a parent inscription for a collection with the art of all 10,000 unique OCM Genesis, distributed with recursive children.  Today, Recursive Inscriptions and Parent-Child Provenance have evolved from mere ideas to established practices in Ordinals — a remarkable journey in just a year's time! 🔥",02/08/2024 06:50 PM,True,384,197,97
66,Litecoin Foundation ⚡️,"For the last three months straight, #Litecoin has been the cryptocurrency most commonly used for transactions via the world's largest crypto payment processor @Bitpay. People are choosing to #PaywithLitecoin more than ever!",02/07/2024 06:24 PM,True,213,61,16
67,84 MILLION Ⓜ️🕸️,"NEW PODCAST OUT! Ep. 13 @SatoshiLite — A Conversation With Charlie Lee🎙️   We're grateful to have had Charlie Lee on the show today to discuss Bitcoin, Litecoin and their evolutions since he entered the space in 2011. Much was discussed, and Charlie answers community Qs at the end of the episode.  Enjoy the show! 💥  Subscribe to @84Mpodcast on your best streaming app, visit eightyfourmillion.com/podcas… #ltc #litecoin $ltc #btc #bitcoin #84mpodcast",02/06/2024 10:55 PM,True,179,67,22
68,Litecoin Foundation ⚡️,"When creatives and crypto collide! - Listen to the Foundation's @Robertfcoleman insightful keynote from @AusCryptoCon on CBDC's, Litecoin, and the role of creativity in cryptocurrency. #Litecoin ⚡️ $LTC https://piped.video/qBqnCx7-3No?si=wscHBVgfjvup8Av7",02/03/2024 05:25 PM,True,94,25,16
69,Loshan,"The first MWEB receive and send transaction have been made from a mobile phone. 🎊  Hector: ""Light client MWEB wallets are a reality.""",02/03/2024 03:17 AM,True,297,90,31
70,Stephanie Ma,"Wanna see @SatoshiLite, @bobbyclee, and Mike Caldwell from Casascius having a panel discussion in @consensus2024; come and Vote for the ""Physical Bitcoins"" Topic!",01/25/2024 11:34 PM,True,83,39,14
71,Ballet,Ballet fans: Please vote for a Physical Bitcoins community discussion session at the Consensus 2024 conference in Austin. Thank you.  https://consensus2024.coindesk.com/community-session-voting/,01/24/2024 09:07 PM,True,59,7,5
72,Litecoin,"EDX, an Institutional exchange backed by some of the biggest names in finance, is expanding into Asia! EDX currently supports trading activities for only three cryptocurrencies, including #Litecoin ⚡ $LTC https://www.bloomberg.com/news/articles/2024-01-23/edx-plans-exchange-in-asia-with-funding-from-sequoia-and-pantera-capital",01/23/2024 06:39 PM,True,368,113,30
73,Loshan,"Great progress! Latest update from Hector, who is working on MWEB for mobile.",01/23/2024 05:54 AM,True,170,51,10
74,Litecoin,⚡️⚡️⚡️ LITECOIN ⚡️⚡️⚡️ 🦾HASHRATE HITTING NEW HIGHS 🦾 🙌 1 PH/s+ 🙌,01/22/2024 12:30 AM,True,569,141,44
75,Litecoin Foundation ⚡️,"BREAKING: Payment processor @Coingate, saw a 39.7% increase last year in the number of payments made with #Litecoin $LTC! More and more people are choosing to #PaywithLitecoin ⚡️",01/10/2024 04:25 PM,True,391,187,27
76,Charlie Lee Ⓜ️🕸️,🤡,01/09/2024 09:40 PM,False,694,201,1
77,Gary Gensler,"The @SECGov twitter account was compromised, and an unauthorized tweet was posted. The SEC has not approved the listing and trading of spot bitcoin exchange-traded products.",01/09/2024 09:26 PM,True,31051,10884,28237
78,Litecoin Foundation ⚡️,"INVITATION: @LTCFoundation proudly presents... ⚡️⚡️⚡️The Fourth Litecoin Summit!⚡️⚡️⚡️ The first wave of speakers and ticketing are now LIVE Nashville, Tennessee - July 24-25, 2024 👇 https://www.litecoin.net/summit",01/06/2024 12:06 AM,True,373,167,39
79,Litecoin Foundation ⚡️,BREAKING: @Bitpay's December usage numbers are out! Crowning #Litecoin the cryptocurrency most commonly used for transactions (again). Hitting a new ATH of 38.25% of all payments made! $LTC 🚀🚀🚀,01/04/2024 05:27 PM,True,494,176,45
80,Litecoin Foundation ⚡️,Be sure to check out @TheDesertLynx's interview of @DavidBurkett38,12/13/2023 03:35 PM,True,471,429,212
81,Litecoin Foundation ⚡️,Listen in to the latest episode of The Crypto Narratives as @hufhaus9 interviews @SatoshiLite!,12/12/2023 05:22 PM,True,316,69,10
82,Ξ huf,"Not every day that you get to play poker and chat crypto with @SatoshiLite   if you'd like to be a fly on the wall, you can listen to our conversation below 👇  https://podcasts.apple.com/us/podcast/20-charlie-lee-litecoin/id1683406759?i=1000638313134",12/12/2023 02:07 PM,True,363,13,13
83,Litecoin Foundation ⚡️,🪨50g .999 Fine Silver Ballet Litecoin Block  ⚡Full Litecoin block of 6.25+ $LTC 🤯LTC is mined straight to the address ➡️https://www.greatcollections.com/litecoin As seen on.. https://www.coindesk.com/tech/2023/07/31/as-litecoin-halving-approaches-founder-touts-silver-collector-cards-loaded-with-digital-silver/,12/10/2023 03:00 AM,True,214,91,14
84,Litecoin,The Ultimate Litecoin Silver Collectable! 50 grams of .999 Silver on a Ballet block card  With 6.25 $LTC ⚡️mined straight from @ltcpool Limited edition PCGS labels with all profits going to @LTCFoundation greatcollections.com/litecoi…,12/08/2023 02:00 AM,True,233,94,33
85,Litecoin,"A few weeks ago, @Binance the world's largest cryptocurrency exchange, announced the “Binance Web3 Wallet” - and they've now completed integration of #Litecoin into this new Web 3 self-custody wallet!  $LTC ⚡️ https://www.binance.com/en/support/announcement/binance-web3-wallet-completes-integration-of-bitcoin-bitcoin-cash-litecoin-dogecoin-sei-networks-1d52292eb00d414b8cbb78adc9b89a53",12/07/2023 05:26 PM,True,446,117,34
86,Indigo ◉Ⓜ️🕸️,"Join the #Litecoin movement! Support the #LTCDevKit - a breakthrough for Litecoin wallets.   Advocates, developers and funders - find out how to contribute here: https://lite.space/missions/litecoin_dev_kit👇",12/06/2023 05:14 PM,True,166,59,12
87,Litecoin,#Litecoin is unquestionably the #⃣1⃣ #crypto of choice for payments!! $LTC exceeded all others on @BitPay the worlds largest crypto payment processor!! Becoming the market leader in real use. #PaywithLitecoin ⚡️,12/06/2023 06:07 PM,True,567,181,61
88,Litecoin Foundation ⚡️,"Celebrating the ""halving"" of #Litecoin, @LTCFoundation and @BalletCrypto produced limited edition 50 gram fine Silver cards containing a full Litecoin block of 6.25 $LTC ⚡️mined ""straight to the block"". Get yours today! 👉 https://greatcollections.com/litecoin",12/05/2023 04:47 PM,True,135,70,10
89,Coinbase 🛡️,⏪️ Accept that it will always be this way. ⏩️ Build something better.  #UpdateTheSystem,12/01/2023 05:01 PM,True,19066,6548,2888
90,danny huuep,"""THE RISE OF ORDINALS AND NFTS ON THE MEDIUM OF BITCOIN"" is now pubished in @BitcoinMagazine! The Ordinals protocol enables many things on Bitcoin. My article explores how it unlocks substantial value and catalyzes a wave of innovation. I dive into the new properties of NFTs on Bitcoin and the future of this exciting new ecosystem for art and innovation 🔥  https://bitcoinmagazine.com/technical/the-rise-of-ordinals-and-nfts-on-the-medium-of-bitcoin",11/30/2023 06:26 PM,True,533,201,77
91,Litecoin,"ICYMI: Dubai Financial Services Authority (DFSA) set up The Dubai International Financial Centre (DIFC) last year, a special economic zone in Dubai, UAE. The first three assets for use by the 4,000-plus companies added last year were #BTC #ETH and of course #Litecoin ⚡️ $LTC",11/30/2023 06:22 PM,True,494,146,24
92,Charlie Lee Ⓜ️🕸️,I just watched The Prestige again recently. Great movie!  Teleburn reminds me of one of the main twists in that movie. IYKYK.  So is the Bitcoin OCM the same as the Ethereum OCM? And where do all the Ethereum OCM corpses go?! 🤔🤣,11/30/2023 08:01 AM,False,217,73,72
