,username,text,date,is-retweet,likes,retweets,comments
75,Aladeen,“Jellyfish is the oldest creature on earth”   @Tradermayne : not as old as ice bagz,04/21/2024 05:46 PM,True,64,3,15
76,The Watch King,Haven’t seen a @Tradermayne neck photoshop pic in a while and that worries me,04/21/2024 04:57 PM,True,55,3,16
77,Ziggy,Choose your fighter  @Tradermayne @CryptoCapo_,04/20/2024 12:00 AM,True,275,15,29
78,Z$1,I’ve got 5 x 50k @breakoutprop accounts to giveaway   To enter like + retweet and tag a friend below 🚀  Winners announced in a week 🫡,04/20/2024 09:48 PM,True,688,602,585
79,Z$1,In case you missed @Tradermayne and his hat on stage I have the video here so go and buy a @breakoutprop account 🫡,04/20/2024 05:54 PM,True,174,72,38
80,RookieXBT 🧲,I took a video and wrote their names down   500 likes and I’ll share,04/20/2024 05:29 PM,True,1018,11,23
81,Mayne,"There must have been 100 ppl at our table last night.   Until the bill came, then they all disappeared.   Standard crypto party etiquette.",04/20/2024 05:26 PM,False,2339,40,192
82,Mayne,"Trader math is going on a month long trip spending ungodly amounts of money then making it all back in one trade, which means the trip was free.",04/20/2024 05:11 PM,False,449,14,41
83,Mayne,Gimme $69k BTC on 4/20 pls.,04/20/2024 03:44 PM,False,497,24,66
84,Mayne,,04/20/2024 01:43 PM,False,56,0,5
85,Ice Bagz,Finding out Mayne can rock the piano at 5 am was wild ngl,04/20/2024 01:37 PM,True,399,6,31
86,Breakout,"Happy Halving Day!  The winners of our 3 x $50,000 Breakout Evaluations giveaway have been picked:  @alejovi07415614 @derolifestyle @patfersouza2  Congratulations! Send us a DM to claim your prize.",04/20/2024 01:15 PM,True,66,9,16
87,Charles Read,"Yes, @weetardsdao",04/19/2024 11:05 PM,True,77,6,13
88,Mayne,I’ll take things that didn’t happen for $200 Alex.,04/20/2024 12:16 PM,False,426,4,42
89,Mayne,Thank you @voltrongo this is sick,04/20/2024 11:56 AM,False,71,1,15
90,Mayne,So excited to go home and see my dog and get back to losing money leverage trading live on stream.,04/20/2024 11:19 AM,False,487,10,47
91,Mayne,It’s 3pm,04/20/2024 10:53 AM,False,31,0,4
92,Mayne,Gm,04/20/2024 10:45 AM,False,122,2,53
93,Ice Bagz,Fit check nice comments only,04/19/2024 09:10 PM,True,507,9,241
94,Mayne,I don’t get paid to do this.   I fly myself out and work 12 hrs.   Good to know yall appreciate it.,04/19/2024 09:16 PM,False,648,8,68
95,Mayne,Long ass fucking day but another success @CryptoFightWeek.   Hope yall enjoyed the commentary.,04/19/2024 09:14 PM,False,186,1,35
96,Mayne,,04/19/2024 08:19 PM,False,291,3,34
97,Ansem 🐂🀄️,#CFN: ANSEM vs. BARNEY LIVE https://nitter.net/i/broadcasts/1dRKZEelwAXxB,04/19/2024 06:56 PM,True,799,129,374
98,Breakout,These Breakout traders have been making the most of the market volatility 👏  Market conditions are excellent for trading a perp account via Breakout without risking the rest of your portfolio.  Congratulations!,04/19/2024 01:30 PM,True,55,3,16
99,Mayne,Make sure to tune in for @CryptoFightWeek in a few hours.   I’ll be live on the mic and shilling all our bags.   https://www.trillertv.com/watch/cfn-4/2pevx/,04/19/2024 12:31 PM,False,228,22,74
100,Mayne,Lads,04/19/2024 09:44 AM,False,515,6,78
101,Mayne,Every single crypto event I go to I lose my voice.   Music always so loud and I absolutely torch my voice right away.   Gonna sound super sick on the mic tonight.,04/19/2024 09:41 AM,False,167,0,41
102,xcurve 💥🌱,Everyone besides @KeyboardMonkey3 and the haven boys. KBM has been spot on and his memes are funny too. @pierre_crypt0 and @Tradermayne share way too much alpha if u take the time to learn. True chads.,04/19/2024 08:46 AM,True,38,4,15
103,Rollbit,Remember to migrate your RLB/SOL to RLB/ETH by May 1st! 🚨  You will NOT be able to migrate your coins after this date. All Rollbit Coins on Solana will be burned in 12 days.  Spread the word! 🗣️,04/19/2024 06:27 AM,True,93,17,28
104,Mayne,$BTC  I'd like to see an H12 MSB here.   Get that and I think the likely hood of a retest of $69/$70k is quite high.,04/19/2024 08:04 AM,False,277,11,42
105,Mayne,piped.video/tradermayne  It's free,04/19/2024 08:00 AM,False,149,6,40
106,Mayne,$TIA the best trade I'm in by far.   Will post some charts shortly.,04/19/2024 07:50 AM,False,176,2,34
107,Mayne,Entries aren’t the greatest cause I longed early.   But we diamond handed thru the chop.   Pls send.,04/19/2024 07:41 AM,False,152,2,19
108,Mayne,Long Dong,04/19/2024 04:59 AM,False,262,7,33
109,Mayne,Still long.   HSBAF.   But dam they got hands right now.,04/18/2024 06:58 AM,True,434,17,96
110,Breakout,"Breakout’s Most Traded Coins - April   We have the largest selection of the most popular crypto assets and we are constantly listing new coins - made possible via our CEX liquidity.   Seamless listings, 24/7 trading, best available and most transparent liquidity in the space.",04/18/2024 04:02 PM,True,66,7,14
111,Mayne,🥲,04/18/2024 02:06 PM,False,462,8,50
112,Mayne,What the actual fuck,04/18/2024 01:19 PM,False,818,15,97
113,Mayne,"Are we doing the whole stair case down, elevator even more down?",04/18/2024 01:01 PM,False,316,7,92
114,Mayne,Bitcoin is over $60k and you’re not?,04/18/2024 12:07 PM,False,196,4,31
115,Mayne,My wife,04/18/2024 10:00 AM,False,1217,34,215
116,Mayne,The @CryptoFightWeek press conference is starting right now #TOKEN2049 on the Zeebu stage.   Come see the neck hungover talking shit.,04/18/2024 08:41 AM,False,59,1,21
117,Ice Bagz,Fit check. Positive comments ONLY.,04/18/2024 02:32 AM,True,525,11,380
118,Mayne,I thought bro was about to quit,04/17/2024 10:26 PM,False,646,9,64
119,Webby,Passed both demo evaluations with @breakoutprop within 4 days due to the beautiful #crypto and #Bitcoin volatility. Shout out to @Tradermayne and @CryptoCred who have absolutely no idea who I am but are people I've followed for years and learnt from YT courses and X posts,04/17/2024 06:54 PM,True,57,5,10
120,Breakout,"Prop firms have been placing restrictions around news trading.   Not only does this arbitrarily restrict news traders, it also negatively affects swing traders who are forced to close positions.  Breakout has no news trading restrictions.   Ape in those headlines all you like.",04/17/2024 03:01 PM,True,72,13,17
121,Mayne,Half the feed calling for lower.   Half the feed longing here.   Which way bros.,04/17/2024 01:06 PM,False,856,19,273
122,Mayne,The Green Goblin rolled in,04/17/2024 11:38 AM,False,165,9,26
123,Mayne,Can you guys bid wtf?,04/16/2024 03:33 PM,False,468,7,104
124,JadeCap,The reality is most of you would perform way better if you placed your stops/targets and walked away.   @Tradermayne talked about this on a pod.  I wholeheartedly agree.   If you micromanage your trades drop a 🔻,04/16/2024 03:00 PM,True,429,23,47
125,Mayne,Just got in the Uber asked if we can go to dubai mall with all the flooding.   Bro said inshallah I will do my best.,04/16/2024 09:32 AM,False,725,6,77
126,Breakout,"If you’re wondering why crypto crashed  Iran, macro, futures open interest etc. had nothing to do with it   Instead, it’s because our bald globe-trotting cofounder @Tradermayne started making TikToks like this  Pray for him, the man is in his 30s.",04/16/2024 07:22 AM,True,360,31,49
127,Mayne,🤣,04/16/2024 06:30 AM,False,791,15,167
128,Mayne,"This Dubai storm is nuts.   Thunderstorm, raining sideways.   So glad I got a convertible.",04/16/2024 05:07 AM,False,366,2,64
129,Mayne,$DXY  Big spot on the dollar here.,04/16/2024 04:36 AM,False,276,20,94
130,Mayne,How low do we have to go for those who longed with leverage purely based on the GCR tweet to puke their positions?,04/16/2024 04:28 AM,False,687,19,97
131,Mayne,,04/15/2024 07:44 PM,False,382,13,40
132,Mayne,Did you guys all buy the dip with leverage or something ?,04/15/2024 07:08 PM,False,526,15,103
133,Mayne,I hate yall,04/15/2024 05:36 AM,True,1008,27,75
134,Mayne,Come to Dubai.  Rent convertible super car to drive around in the sun.   The government decides to make it rain?,04/15/2024 02:03 PM,False,495,5,63
135,Mayne,Markets in shambles.   WW3 escalations.   GCR buy the dip tweet.   And my girl asks me if we’re still going to the zoo today.,04/13/2024 11:48 PM,True,3382,143,204
136,Mayne,"I mean if that was it, what a blessing.   Massive discount on Alts, BTC never lost $60k, immediate spot premium, Hong Kong approving spot ETFS and a GCR tweet.",04/15/2024 06:35 AM,True,1079,55,120
137,Mayne,Long overdue market update.  Covering my thoughts around the market dump and how I am playing it going forward.   Brought to you by @rollbitcom,04/15/2024 10:39 AM,False,447,45,80
138,Mayne,,04/15/2024 08:40 AM,False,194,4,39
139,Mayne,,04/15/2024 07:20 AM,False,152,4,51
140,Mayne,Got some decent fills with @TheHavenCrypto boys.,04/15/2024 06:29 AM,False,122,6,29
141,Mayne,I know correlation doesn’t equal causation but…  Basically every major volatility event and major market shift over the last 4 years+ has happened while I’m travelling.   All of them documented here on twitter.   Perhaps I should never come home.   Mayne Travel Dao.,04/15/2024 05:30 AM,False,348,12,60
142,Mayne,Who is in dubai this week?   I just landed.,04/15/2024 05:20 AM,False,177,10,106
143,Breakout,"We’re giving away 3 x $50,000 Breakout Evaluations 👇  1. Like + RT this tweet  2. Follow @breakoutprop  3. Reply to this tweet with ‘above’ if you think Bitcoin will be above $65k at the halving / ‘below’ if you think it will be below $65k  Winners chosen on halving day!",04/14/2024 07:04 PM,True,1790,1697,1853
144,Mayne,Tons of platitudes will be shared after moves like this one.   They’ll usually fall on deaf ears.   The best teacher is experience.   You just gotta fuck up a bunch of times til you figure it out.,04/14/2024 03:44 PM,False,262,13,35
145,Mayne,See you soon habibis,04/14/2024 02:51 PM,False,144,4,28
146,Breakout,Good perp trading:  Being picky with trade opportunities.  Using good risk management to keep you alive between trades while sizing up for the best opportunities.  Not holding more funds than required on an exchange - withdrawing gains and using leverage to reduce counterparty risk.   Breakout does that for you.  Built-in risk management.  Zero custody of funds.  Downside risk is only your evaluation cost. Your crypto portfolio is insulated from your prep trading.  All while providing a crypto native trading experience: 80+ symbols with the newest coins trading 24/7 with transparent centralized exchange liquidity.,04/14/2024 09:43 AM,True,22,4,7
147,Mayne,Altcoins dipped so hard I’m downgrading from 1st class on emirates to 1st class priority mail on DHL for this flight.,04/14/2024 06:57 AM,False,810,14,111
148,Mayne,It was not a lock,04/14/2024 04:09 AM,False,86,2,21
149,Mayne,From telegram,04/14/2024 02:58 AM,False,194,10,34
150,Mayne,Anyways on my way to the zoo.,04/14/2024 01:21 AM,False,112,3,16
151,Mayne,"I didn’t see any of yall bull posting until GCR tweeted, stop it haha.",04/14/2024 01:14 AM,False,689,12,69
152,Mayne,Last time I went to Dubai FTX happened and the bottom was formed.   Headed to dubai again today.   Coincidence ?,04/13/2024 11:08 PM,False,673,25,69
153,Mayne,Take some money off the platform immediately.   And if you don’t understand using stops or how liquidations work in general you probably have 0 business trading with leverage.,04/13/2024 01:42 PM,False,597,11,80
154,Breakout,"CEX Trader: I can't believe I lost it all. Weeks, months of grinding - gone. Where do I go from here?  Breakout Trader: Ah, got caught on that one. Lost my evaluation fee. Fuck it, we ball - Siri, get me another $100k account.",04/13/2024 11:41 AM,True,99,6,20
155,Mayne,Bro hasn’t seen my altcoins,04/13/2024 10:09 AM,False,478,9,47
156,Mayne,Got stopped out on some stuff.   Going golfing then will assess the damage when back at the hotel.   Hope everyone is safe out there!,04/13/2024 12:21 AM,False,320,4,24
157,Mayne,This bar got taxidermy moose everywhere.   Feels like home.,04/12/2024 12:07 PM,False,98,2,24
158,Mayne,$BTC,04/12/2024 05:08 AM,False,100,3,16
159,Mayne,🤣,04/12/2024 03:29 AM,False,298,5,24
160,Mayne,The bet is Doge has another impulse up soon.   If it trades back to 18 cents first I’m wrong.,04/12/2024 03:22 AM,False,261,7,34
161,Mayne,Bro Shogun episode 8 is fucking nuts,04/12/2024 03:19 AM,False,263,3,63
162,Mayne,Super excited to be hosting this with @RookieXBT and @icebagz_,04/11/2024 01:15 AM,True,148,5,45
163,Mayne,Noosa Mayne,04/11/2024 04:41 AM,True,785,9,130
164,Mayne,So friend tech is back?   We gotta start posting there again to get the airdrop.   Have they improved the UI at all?,04/11/2024 06:32 AM,False,250,5,74
165,Mayne,The original post lmao,04/11/2024 01:17 AM,False,18,2,7
166,Mayne,I want to go skydiving in dubai but the weight limit is 100kg/220lbs.   They said if you are even 0.1 over weight they won’t take you.   I’m somewhere between 210-215lbs right now maybe more cause been on vacation   Should I be worried I’m that close to limit lol.,04/10/2024 11:59 PM,False,272,4,162
167,Mayne,A bunch of Altcoins putting in bullish H12 sweeps.   👀,04/10/2024 11:01 PM,False,346,11,53
168,Mayne,$BTC  All 3 higher lows from $62k to here identified by just using the H12 OBs.,04/10/2024 10:28 PM,False,317,12,61
169,Mayne,"I post quite a bit on YouTube and one of my goals for 2024 is to get to 100k subs over there.   If you don't follow already make sure to check it out, there have been some really quality videos posted over the last few years.   Below are some of my most popular educational vids.",04/10/2024 05:30 AM,True,555,60,42
170,Breakout,"Goofy ass “CEO” on a 2-month holiday posting about Australian snakes & piss sinks.   Doing just fine without you.  I’m sure your “followers” can’t wait for you to come back, stream yourself drawing the same 3 huge boxes, and RTing whatever happens for clout 🥱",04/10/2024 02:15 PM,True,77,5,19
171,Mayne,What could possibly go wrong.,04/10/2024 02:11 PM,False,175,4,27
172,Breakout,"Now available for trading:   $POPCAT $SLERF $BOME $DEGEN  Start trading popular, trending markets with Breakout.   Other firms are too busy updating their 2017 watchlists 🥱",04/10/2024 02:03 PM,True,86,10,29
173,Mayne,The state of my DMs.   I’ve had so many ppl dm me banger trades that I just never see.   Followers outperforming me fr.,04/10/2024 09:15 AM,False,208,6,40
174,CrediBULL Crypto,First one already in the books in case you missed it: https://piped.video/live/JO9wHaLvgh0?si=i50WYTZk-ON-h9_y,04/10/2024 06:36 AM,True,52,6,12
175,Mayne,"I've built my brand over the years teaching ppl how to do TA and primarily trading the majors.  Both on here and on YouTube.   I thrive in the bear markets where ppl actually have to use their brains to trade so ppl often come to my channel looking to learn.  But during the bull it feels like I am missing out.   I don't over zealously bull-post.  I don't really talk about fundamentals or new projects.  I don't talk about meme coins or low caps.   It doesn't mean I don't partake in the above activities, I do, I just don't really post about them because it feels off-brand.   My vacation shit posting and neck-memes often garner more engagement then trade ideas and charts.   Do I say fuck it and just post about everything, or stay the course?",04/10/2024 05:03 AM,True,794,16,181
176,Mayne,How to use ETHBTC and other Alt coin ratios  https://piped.video/zgPYKrHL86Y?si=KqW2FTUX8KCEaKbv,04/10/2024 05:30 AM,False,34,4,0
177,Mayne,Risk management basics   https://piped.video/6-PHAJrEbls?si=nk5dvpRrzIrNWTFs,04/10/2024 05:30 AM,False,31,4,2
178,Mayne,Market maker models in Crypto  https://piped.video/DnbDSsIFfb8?si=4ASHViCyIUHcCdOT,04/10/2024 05:30 AM,False,15,0,2
179,Mayne,A mechanical trading strategy using Monday's range  https://piped.video/thIgwpx1s3o?si=02UVwyW91VoQvOvf,04/10/2024 05:30 AM,False,14,0,1
180,Mayne,Top down analysis   https://piped.video/IyQG3n-ktBU?si=-Y73jJz84dRgNh8k,04/10/2024 05:30 AM,False,14,0,1
181,Mayne,Range trading 101  https://piped.video/live/zuujW4jvJPg?si=8zPY4APU5cOQRgDz,04/10/2024 05:30 AM,False,17,0,2
182,Mayne,"Liquidity, market structure, premium and discount.  How to use them to increase the probability of your trade set ups.   https://piped.video/V5dcydWukr0?si=esZKc_89mD2xm1sz",04/10/2024 05:30 AM,False,17,1,1
183,Mayne,Summary of price action concepts I use for day and swing trading.  https://piped.video/TNSeWfI2WAE?si=hqV3ng_0mNM4s2Ds,04/10/2024 05:30 AM,False,18,1,1
184,Mayne,Orderblocks   This one could use a refresh.  https://piped.video/Nsvcjph17vs?si=Jw6gJf4zcFA2v6z_,04/10/2024 05:30 AM,False,29,1,1
185,Mayne,$GALA   How this moves is very much dependent on BTC.  That being said if we get a flush I have stink bids in place at the white lines.   25% of the total position set for each white line.   Invalidation would be a break and hold below the grey box.,04/10/2024 05:10 AM,False,101,8,10
186,Mayne,$BTC  Bulls want a higher low $66k-$69k for a shot at ATHs.   Otherwise $59k becomes the draw for me.   If I was trading I'd be looking for bullish set ups to form on the low timeframes in this range to get into longs.,04/10/2024 04:53 AM,False,366,25,44
187,Pax,"got rugged on prop firms as a US resident, so finally tried @breakoutprop   bagged +100k on the first go 🫡  -terminal is solid  -spreads are the same as Bybit so it provides a great trading experience.  -the best prop firm for crypto trading IMO  will update on payout 🥂",04/05/2024 05:59 AM,True,85,4,12
188,Mayne,Crazy to think there are going to be pictures of my face superimposed over countless images online forever.   Catching strays for eternity.,04/10/2024 03:08 AM,False,401,5,57
189,nani🤍,is that fat @Tradermayne,04/09/2024 04:21 PM,True,50,1,7
190,Ponzi Trader,,04/09/2024 04:20 PM,True,173,2,22
191,Mayne,Whoever tweeted this is fired.,04/10/2024 02:17 AM,False,109,0,25
192,Breakout,"Total risk when trading a $100k account on a centralized exchange: $100,000  Total risk when trading a $100k account with Breakout: $725   It’s the best environment to protect your portfolio, avoid risk of ruin, and avoid custodying funds with a 3rd party while trading perps.",04/09/2024 10:56 AM,True,73,5,15
193,Mayne,Am I that ugly 🥲,04/09/2024 09:02 AM,False,141,6,64
194,Mayne,Wedding was a huge success ton of fun.   But man I have BAD fomo missing out on all this volatility.   Settling into a hotel in Brisbane for the next week.   Should be able to get caught up on charts and vids.,04/09/2024 02:01 AM,True,406,8,71
195,Mayne,Moon this brother.   You owe me for all those Bitmex liquidations.,04/09/2024 07:25 AM,False,140,7,26
196,Mayne,You made the bottom brother,04/09/2024 03:13 AM,False,260,19,23
